CODE;PARENT_CODE;TYPE_CODE;NAME.RU.NAME;NAME.EN.NAME;NAME.UA.NAME;EXT.YAMARKET.0;EXT.ZIP.0;LONGITUDE;LATITUDE
0000028044;0000028042;REGION;Республика Коми;;;10939;;;
0000324400;0000028044;CITY;Сыктывкар;;;19;;;
0000324802;0000028044;CITY;Воркута;;;10940;;;
0000325220;0000028044;CITY;Вуктыл;;;20133;;;
0000325321;0000028044;CITY;Сосногорск;;;10943;;;
0000325651;0000028044;CITY;Печора;;;10942;;;
0000326025;0000028044;CITY;Усинск;;;10944;;;
0000326174;0000028044;CITY;Инта;;;10941;;;
0000326360;0000028044;CITY;Ухта;;;10945;;;
0000326633;0000028044;SUBREGION;Ижемский район;;;;;;
0000326800;0000028044;SUBREGION;Княжпогостский район;;;;;;
0000326965;0000326800;CITY;Емва;;;20134;169200;;
0000327035;0000028044;SUBREGION;Койгородский район;;;;;;
0000327200;0000028044;SUBREGION;Корткеросский район;;;;;;
0000327599;0000028044;SUBREGION;Сысольский район;;;;;;
0000327833;0000028044;SUBREGION;Сыктывдинский район;;;;;;
0000328196;0000028044;SUBREGION;Прилузский район;;;;;;
0000328635;0000028044;SUBREGION;Троицко-Печорский район;;;;;;
0000328901;0000028044;SUBREGION;Удорский район;;;;;;
0000329052;0000028044;SUBREGION;Усть-Вымский район;;;;;;
0000329266;0000329052;CITY;Микунь;;;21695;;;
0000329462;0000028044;SUBREGION;Усть-Цилемский район;;;;;;
0000329707;0000028044;SUBREGION;Усть-Куломский район;;;;;;
0000028045;0000028042;REGION;Республика Карелия;;;10933;;;
0000330054;0000028045;CITY;Костомукша;;;10935;;;
0000330194;0000028045;CITY;Петрозаводск;;;18;;;
0000330626;0000028045;SUBREGION;Прионежский район;;;;186100;;
0000331323;0000028045;CITY;Сортавала;;;10937;;;
0000331752;0000028045;SUBREGION;Калевальский район;;;;;;
0000331879;0000028045;SUBREGION;Кемский район;;;;186606;;
0000331880;0000331879;CITY;Кемь;;;20126;;;
0000332059;0000028045;SUBREGION;Кондопожский район;;;;;;
0000332070;0000332059;CITY;Кондопога;;;10934;;;
0000332532;0000028045;SUBREGION;Лахденпохский район;;;;;;
0000332710;0000332532;CITY;Лахденпохья;;;20127;186730;;
0000332793;0000028045;SUBREGION;Беломорский район;;;;186500;;
0000332809;0000332793;CITY;Беломорск;;;10938;186500;;
0000333097;0000028045;SUBREGION;Лоухский район;;;;186660;;
0000333312;0000028045;SUBREGION;Медвежьегорский район;;;;;;
0000333860;0000333312;CITY;Медвежьегорск;;;20128;;;
0000333938;0000028045;SUBREGION;Муезерский район;;;;186960;;
0000334205;0000028045;SUBREGION;Олонецкий район;;;;186000;;
0000334391;0000334205;CITY;Олонец;;;20129;186000;;
0000334535;0000028045;SUBREGION;Пудожский район;;;;;;
0000334619;0000334535;CITY;Пудож;;;20131;186150;;
0000334871;0000028045;SUBREGION;Питкярантский район;;;;;;
0000335045;0000334871;CITY;Питкяранта;;;20130;186810;;
0000335173;0000028045;SUBREGION;Пряжинский район;;;;;;
0000335688;0000028045;SUBREGION;Суоярвский район;;;;186870;;
0000335742;0000335688;CITY;Суоярви;;;20132;186870;;
0000336052;0000028045;SUBREGION;Сегежский район;;;;186420;;
0000336113;0000336052;CITY;Сегежа;;;10936;;;
0000028046;0000028042;REGION;Вологодская область;;;10853;;;
0000336376;0000028046;CITY;Череповец;;;968;;;
0000336617;0000028046;CITY;Вологда;;;21;;;
0000337116;0000028046;SUBREGION;Вологодский район;;;;;;
0000338626;0000028046;SUBREGION;Белозерский район;;;;161200;;
0000338943;0000338626;CITY;Белозерск;;;20119;161200;;
0000339166;0000028046;SUBREGION;Бабаевский район;;;;;;
0000339210;0000339166;CITY;Бабаево;;;20118;;;
0000339697;0000028046;SUBREGION;Бабушкинский район;;;;;;
0000339941;0000028046;SUBREGION;Вашкинский район;;;;;;
0000340323;0000028046;SUBREGION;Великоустюгский район;;;;162390;;
0000340452;0000340323;CITY;Великий Устюг;;;10854;;;
0000340579;0000340452;CITY;Красавино;;;22980;162341;;
0000341275;0000028046;SUBREGION;Вожегодский район;;;;162189;;
0000341725;0000028046;SUBREGION;Верховажский район;;;;;;
0000342249;0000028046;SUBREGION;Грязовецкий район;;;;;;
0000342464;0000342249;CITY;Грязовец;;;20121;162000;;
0000343015;0000028046;SUBREGION;Вытегорский район;;;;;;
0000343031;0000343015;CITY;Вытегра;;;20120;162900;;
0000343796;0000028046;SUBREGION;Кадуйский район;;;;;;
0000344238;0000028046;SUBREGION;Кирилловский район;;;;;;
0000344321;0000344238;CITY;Кириллов;;;20122;161100;;
0000345058;0000028046;SUBREGION;Кичменгско-Городецкий район;;;;161400;;
0000345742;0000028046;SUBREGION;Нюксенский район;;;;161380;;
0000346047;0000028046;SUBREGION;Междуреченский район;;;;;;
0000346325;0000028046;SUBREGION;Никольский район;;;;161440;;
0000346484;0000346325;CITY;Никольск;;;20123;161440;;
0000346788;0000028046;SUBREGION;Сямженский район;;;;;;
0000347130;0000028046;SUBREGION;Сокольский район;;;;;;
0000347159;0000347130;CITY;Кадников;;;37148;;;
0000347213;0000347130;CITY;Сокол;;;20124;162130;;
0000347875;0000028046;SUBREGION;Тотемский район;;;;161300;;
0000347876;0000347875;CITY;Тотьма;;;10855;;;
0000348393;0000028046;SUBREGION;Тарногский район;;;;161560;;
0000348752;0000028046;SUBREGION;Усть-Кубинский район;;;;;;
0000349301;0000028046;SUBREGION;Устюженский район;;;;;;
0000349338;0000349301;CITY;Устюжна;;;10856;162840;;
0000349988;0000028046;SUBREGION;Харовский район;;;;;;
0000350052;0000349988;CITY;Харовск;;;20125;;;
0000350596;0000028046;SUBREGION;Череповецкий район;;;;162603;;
0000351860;0000028046;SUBREGION;Чагодощенский район;;;;;;
0000352156;0000028046;SUBREGION;Шекснинский район;;;;;;
0000028047;0000028042;REGION;Архангельская область;;;10842;;;
0000109999;0000028047;CITY;Новодвинск;;;20117;;;
0000110182;0000028047;CITY;Северодвинск;;;10849;;;
0000110395;0000028047;CITY;Мирный;;;20115;164170;;
0000110423;0000028047;CITY;Архангельск;;;20;;;
0000111050;0000028047;CITY;Коряжма;;;10845;165650;;
0000111314;0000028047;SUBREGION;Приморский район;;;;;;
0000111760;0000028047;SUBREGION;Вельский район;;;;;;
0000111951;0000111760;CITY;Вельск;;;10843;;;
0000112726;0000028047;SUBREGION;Верхнетоемский район;;;;;;
0000113184;0000028047;SUBREGION;Виноградовский район;;;;;;
0000113492;0000028047;SUBREGION;Каргопольский район;;;;;;
0000113663;0000113492;CITY;Каргополь;;;10844;;;
0000114060;0000028047;SUBREGION;Вилегодский район;;;;;;
0000114342;0000028047;SUBREGION;Коношский район;;;;;;
0000114913;0000028047;SUBREGION;Котласский район;;;;;;
0000115039;0000114913;CITY;Котлас;;;10846;;;
0000115328;0000114913;CITY;Сольвычегодск;;;22884;;;
0000116062;0000028047;SUBREGION;Красноборский район;;;;;;
0000116610;0000028047;SUBREGION;Мезенский район;;;;;;
0000116652;0000116610;CITY;Мезень;;;20114;164750;;
0000116803;0000028047;SUBREGION;Ленский район;;;;;;
0000117179;0000028047;SUBREGION;Лешуконский район;;;;;;
0000117277;0000028047;SUBREGION;Няндомский район;;;;;;
0000117278;0000117277;CITY;Няндома;;;20602;;;
0000117875;0000028047;SUBREGION;Онежский район;;;;;;
0000118144;0000117875;CITY;Онега;;;10847;;;
0000118363;0000028047;SUBREGION;Плесецкий район;;;;;;
0000119139;0000028047;SUBREGION;Пинежский район;;;;;;
0000119592;0000028047;SUBREGION;Устьянский район;;;;;;
0000120350;0000028047;SUBREGION;Холмогорский район;;;;;;
0000120899;0000028047;SUBREGION;Шенкурский район;;;;;;
0000121118;0000120899;CITY;Шенкурск;;;10851;165160;;
0000121297;0000028047;SUBREGION;Соловецкий район;;;;;;
0000028048;0000028042;REGION;Мурманская область;;;10897;;;
0000352775;0000028048;CITY;Мурманск;;;23;;;
0000353002;0000028048;CITY;Апатиты;;;10894;;;
0000353103;0000028048;CITY;Оленегорск;;;20155;;;
0000353165;0000028048;CITY;Заозерск;;;20150;184310;;
0000353180;0000028048;CITY;Островной;;;22049;184640;;
0000353211;0000028048;CITY;Полярные Зори;;;20156;;;
0000353267;0000028048;CITY;Кировск;;;20152;;;
0000353350;0000028048;CITY;Кандалакша;;;10895;;;
0000353616;0000028048;CITY;Мончегорск;;;10896;;;
0000353705;0000028048;SUBREGION;Кольский район;;;;184380;;
0000353906;0000353705;CITY;Кола;;;20154;;;
0000353929;0000028048;CITY;Оленегорск-2;;;;184532;;
0000353935;0000028048;SUBREGION;Ковдорский район;;;;184144;;
0000353936;0000353935;CITY;Ковдор;;;20153;;;
0000354006;0000028048;CITY;Оленегорск-4;;;;184534;;
0000354008;0000028048;CITY;Североморск;;;10898;;;
0000354092;0000028048;SUBREGION;Ловозерский район;;;;184592;;
0000354146;0000028048;CITY;Оленегорск-1;;;;184531;;
0000354148;0000028048;SUBREGION;Печенгский район;;;;184420;;
0000354207;0000354148;CITY;Заполярный;;;20151;184430;;
0000354234;0000028048;CITY;Гаджиево;;;21665;;;
0000354245;0000028048;CITY;Полярный;;;20157;;;
0000354270;0000028048;CITY;Снежногорск;;;10899;;;
0000354281;0000028048;SUBREGION;Терский район;;;;184700;;
0000028049;0000028042;REGION;Калининградская область;;;10857;;;
0000354349;0000028049;CITY;Калининград;;;22;;;
0000355584;0000028049;CITY;Пионерский;;;20144;238590;;
0000355650;0000028049;CITY;Мамоново;;;20603;238450;;
0000355740;0000028049;SUBREGION;Гвардейский район;;;;;;
0000355960;0000355740;CITY;Гвардейск;;;20136;238210;;
0000356160;0000028049;CITY;Советск;;;10860;;;
0000356341;0000028049;SUBREGION;Багратионовский район;;;;;;
0000356474;0000356341;CITY;Багратионовск;;;20135;238420;;
0000356776;0000028049;CITY;Ладушкин;;;20580;238460;;
0000356811;0000028049;CITY;Светлый;;;20147;;;
0000357028;0000028049;SUBREGION;Гурьевский район;;;;;;
0000358221;0000357028;CITY;Гурьевск;;;20137;238300;;
0000358369;0000028049;SUBREGION;Неманский район;;;;;;
0000358508;0000358369;CITY;Неман;;;20141;238710;;
0000358631;0000028049;SUBREGION;Зеленоградский район;;;;;;
0000358632;0000358631;CITY;Зеленоградск;;;20139;;;
0000359210;0000028049;SUBREGION;Краснознаменский район;;;;;;
0000359213;0000359210;CITY;Краснознаменск;;;20140;238730;;
0000359459;0000028049;SUBREGION;Гусевский район;;;;;;
0000359539;0000359459;CITY;Гусев;;;20138;;;
0000359781;0000028049;SUBREGION;Озерский район;;;;;;
0000359939;0000359781;CITY;Озерск;;;20143;238120;;
0000360107;0000028049;SUBREGION;Нестеровский район;;;;;;
0000360278;0000360107;CITY;Нестеров;;;20142;238010;;
0000360382;0000028049;SUBREGION;Правдинский район;;;;;;
0000360695;0000360382;CITY;Правдинск;;;20146;;;
0000360858;0000028049;SUBREGION;Полесский район;;;;;;
0000361146;0000360858;CITY;Полесск;;;20145;238630;;
0000361282;0000028049;SUBREGION;Славский район;;;;;;
0000361299;0000361282;CITY;Славск;;;20148;238600;;
0000361668;0000028049;SUBREGION;Балтийский район;;;;;;
0000361673;0000361668;CITY;Приморск;;;20578;238510;;
0000361692;0000361668;CITY;Балтийск;;;10858;;;
0000361850;0000028049;SUBREGION;Черняховский район;;;;;;
0000361991;0000361850;CITY;Черняховск;;;20149;;;
0000362474;0000028049;SUBREGION;Светлогорский район;;;;;;
0000362485;0000362474;CITY;Светлогорск;;;10859;;;
0000028050;0000028042;REGION;Псковская область;;;10926;;;
0000362683;0000028050;CITY;Псков;;;25;;;
0000363367;0000028050;CITY;Великие Луки;;;10928;;;
0000363876;0000028050;SUBREGION;Великолукский район;;;;182100;;
0000364859;0000363876;CITY;Великие Луки-1;;;;182171;;
0000364861;0000028050;SUBREGION;Бежаницкий район;;;;182840;;
0000365486;0000028050;SUBREGION;Дедовичский район;;;;182711;;
0000366018;0000028050;SUBREGION;Гдовский район;;;;181600;;
0000366019;0000366018;CITY;Гдов;;;20583;;;
0000366464;0000028050;SUBREGION;Локнянский район;;;;182900;;
0000366909;0000028050;SUBREGION;Куньинский район;;;;182010;;
0000367304;0000028050;SUBREGION;Красногородский район;;;;182370;;
0000367634;0000028050;SUBREGION;Дновский район;;;;182670;;
0000367635;0000367634;CITY;Дно;;;10929;182670;;
0000367971;0000028050;SUBREGION;Невельский район;;;;182500;;
0000368515;0000367971;CITY;Невель;;;20681;;;
0000368770;0000028050;SUBREGION;Новосокольнический район;;;;182200;;
0000369089;0000368770;CITY;Новосокольники;;;10930;182200;;
0000369158;0000028050;SUBREGION;Новоржевский район;;;;181540;;
0000369160;0000369158;CITY;Новоржев;;;20582;182440;;
0000369694;0000028050;SUBREGION;Островский район;;;;181353;;
0000369872;0000369694;CITY;Остров;;;20641;;;
0000370400;0000028050;SUBREGION;Опочецкий район;;;;182333;;
0000370426;0000370400;CITY;Опочка;;;20633;;;
0000371189;0000028050;SUBREGION;Палкинский район;;;;181270;;
0000371683;0000028050;SUBREGION;Печорский район;;;;181502;;
0000371686;0000371683;CITY;Печоры;;;10931;;;
0000372254;0000028050;SUBREGION;Плюсский район;;;;181000;;
0000372643;0000028050;SUBREGION;Порховский район;;;;182620;;
0000372700;0000372643;CITY;Порхов;;;20623;182620;;
0000373407;0000028050;SUBREGION;Пустошкинский район;;;;182300;;
0000373410;0000373407;CITY;Пустошка;;;20585;182300;;
0000373731;0000028050;SUBREGION;Пушкиногорский район;;;;181370;;
0000374160;0000028050;SUBREGION;Пыталовский район;;;;181410;;
0000374161;0000374160;CITY;Пыталово;;;20584;181410;;
0000374545;0000028050;SUBREGION;Себежский район;;;;182250;;
0000374719;0000374545;CITY;Себеж;;;10932;;;
0000375170;0000028050;SUBREGION;Усвятский район;;;;182570;;
0000375339;0000028050;SUBREGION;Струго-Красненский район;;;;181110;;
0000375821;0000028050;SUBREGION;Псковский район;;;;;;
0000028051;0000028042;REGION;Новгородская область;;;10904;;;
0000376839;0000028051;SUBREGION;Новгородский район;;;;173000;;
0000377795;0000028051;CITY;Великий Новгород;;;24;;;
0000378095;0000028051;SUBREGION;Батецкий район;;;;;;
0000378316;0000028051;SUBREGION;Боровичский район;;;;;;
0000378331;0000378316;CITY;Боровичи;;;10906;;;
0000379044;0000028051;SUBREGION;Валдайский район;;;;;;
0000379300;0000379044;CITY;Валдай;;;10907;;;
0000379532;0000028051;SUBREGION;Волотовский район;;;;;;
0000379732;0000028051;SUBREGION;Демянский район;;;;175310;;
0000380333;0000028051;SUBREGION;Любытинский район;;;;;;
0000380819;0000028051;SUBREGION;Маловишерский район;;;;174260;;
0000380851;0000380819;CITY;Малая Вишера;;;10909;;;
0000381225;0000028051;SUBREGION;Крестецкий район;;;;;;
0000381520;0000028051;SUBREGION;Мошенской район;;;;;;
0000381795;0000028051;SUBREGION;Марёвский район;;;;;;
0000382128;0000028051;SUBREGION;Окуловский район;;;;;;
0000382267;0000382128;CITY;Окуловка;;;10912;;;
0000382679;0000028051;SUBREGION;Парфинский район;;;;;;
0000382963;0000028051;SUBREGION;Пестовский район;;;;;;
0000382985;0000382963;CITY;Пестово;;;10920;;;
0000383365;0000028051;SUBREGION;Солецкий район;;;;;;
0000383583;0000383365;CITY;Сольцы;;;10922;;;
0000383664;0000383365;CITY;Сольцы 2;;;;175042;;
0000383895;0000028051;SUBREGION;Поддорский район;;;;;;
0000384328;0000028051;SUBREGION;Хвойнинский район;;;;;;
0000384797;0000028051;SUBREGION;Старорусский район;;;;;;
0000384800;0000384797;CITY;Старая Русса;;;10923;;;
0000385471;0000028051;SUBREGION;Чудовский район;;;;174210;;
0000385836;0000385471;CITY;Чудово;;;10925;;;
0000386021;0000028051;SUBREGION;Холмский район;;;;175207;;
0000386022;0000386021;CITY;Холм;;;10924;;;
0000386315;0000028051;SUBREGION;Шимский район;;;;174100;;
0000028052;0000028042;REGION;Ненецкий автономный округ;;;10176;166000;;
0000109677;0000028052;CITY;Нарьян-Мар;;;10902;166000;;
0000028053;0000028023;COUNTRY_DISTRICT;Юг;;;26;;;
0000028054;0000028053;REGION;Краснодарский край;;;10995;;;
0000386590;0000028054;CITY;Краснодар;;;35;;;
0000389482;0000028054;CITY;Геленджик;;;10990;;;
0000390533;0000028054;CITY;Армавир;;;10987;;;
0000391142;0000028054;CITY;Горячий Ключ;;;10991;;;
0000392023;0000028054;CITY;Новороссийск;;;970;;;
0000394020;0000028054;CITY;Сочи;;;239;;;
0000396052;0000028054;SUBREGION;Абинский район;;;;;;
0000396437;0000396052;CITY;Абинск;;;20183;353320;;
0000397027;0000028054;SUBREGION;Анапский район;;;;;;
0000397648;0000397027;CITY;Анапа;;;1107;;;
0000398698;0000028054;SUBREGION;Апшеронский район;;;;352690;;
0000398734;0000398698;CITY;Апшеронск;;;10986;;;
0000399113;0000398698;CITY;Хадыженск;;;37016;352680;;
0000400150;0000028054;SUBREGION;Белоглинский район;;;;;;
0000400362;0000028054;SUBREGION;Белореченский район;;;;;;
0000400363;0000400362;CITY;Белореченск;;;10988;;;
0000401277;0000028054;SUBREGION;Брюховецкий район;;;;;;
0000401730;0000028054;SUBREGION;Выселковский район;;;;;;
0000402311;0000028054;SUBREGION;Гулькевичский район;;;;352190;;
0000402312;0000402311;CITY;Гулькевичи;;;20675;;;
0000403155;0000028054;SUBREGION;Динской район;;;;;;
0000404082;0000028054;SUBREGION;Ейский район;;;;;;
0000404307;0000404082;CITY;Ейск;;;10993;;;
0000405067;0000028054;SUBREGION;Кавказский район;;;;;;
0000405359;0000405067;CITY;Кропоткин;;;10996;;;
0000405828;0000028054;SUBREGION;Калининский район;;;;;;
0000406290;0000028054;SUBREGION;Каневской район;;;;353730;;
0000406977;0000028054;SUBREGION;Кореновский район;;;;;;
0000407485;0000406977;CITY;Кореновск;;;20688;;;
0000407791;0000028054;SUBREGION;Крыловский район;;;;;;
0000408121;0000028054;SUBREGION;Красноармейский район;;;;;;
0000409020;0000028054;SUBREGION;Крымский район;;;;;;
0000409857;0000409020;CITY;Крымск;;;10997;;;
0000410203;0000028054;SUBREGION;Курганинский район;;;;;;
0000410306;0000410203;CITY;Курганинск;;;20702;;;
0000411035;0000028054;SUBREGION;Кущевский район;;;;;;
0000411705;0000028054;SUBREGION;Лабинский район;;;;;;
0000412092;0000411705;CITY;Лабинск;;;21018;;;
0000412755;0000028054;SUBREGION;Ленинградский район;;;;;;
0000413218;0000028054;SUBREGION;Мостовский район;;;;;;
0000414001;0000028054;SUBREGION;Новокубанский район;;;;;;
0000414561;0000414001;CITY;Новокубанск;;;20231;;;
0000414899;0000028054;SUBREGION;Новопокровский район;;;;;;
0000415510;0000028054;SUBREGION;Отрадненский район;;;;;;
0000416153;0000028054;SUBREGION;Павловский район;;;;;;
0000416691;0000028054;SUBREGION;Приморско-Ахтарский район;;;;;;
0000416834;0000416691;CITY;Приморско-Ахтарск;;;11000;;;
0000417143;0000028054;SUBREGION;Северский район;;;;;;
0000418209;0000028054;SUBREGION;Славянский район;;;;;;
0000418893;0000418209;CITY;Славянск-на-Кубани;;;20704;;;
0000419243;0000028054;SUBREGION;Темрюкский район;;;;;;
0000420393;0000419243;CITY;Темрюк;;;20677;;;
0000420796;0000028054;SUBREGION;Тбилисский район;;;;;;
0000421226;0000028054;SUBREGION;Староминский район;;;;;;
0000421458;0000028054;SUBREGION;Тимашевский район;;;;;;
0000422109;0000421458;CITY;Тимашевск;;;21141;352700;;
0000422578;0000028054;SUBREGION;Тихорецкий район;;;;;;
0000422579;0000422578;CITY;Тихорецк;;;11002;;;
0000423474;0000028054;SUBREGION;Туапсинский район;;;;;;
0000424382;0000423474;CITY;Туапсе;;;1058;352800;;
0000424649;0000028054;SUBREGION;Усть-Лабинский район;;;;;;
0000425170;0000424649;CITY;Усть-Лабинск;;;20693;;;
0000425398;0000028054;SUBREGION;Успенский район;;;;;;
0000425841;0000028054;SUBREGION;Щербиновский район;;;;;;
0000028055;0000028053;REGION;Волгоградская область;;;10950;;;
0000426112;0000028055;CITY;Волгоград;;;38;;;
0000428505;0000028055;CITY;Волжский;;;10951;;;
0000428878;0000028055;CITY;Камышин;;;10959;;;
0000429192;0000028055;CITY;Михайловка;;;10965;;;
0000429610;0000028055;CITY;Урюпинск;;;10981;;;
0000429854;0000028055;SUBREGION;Алексеевский район;;;;403240;;
0000430025;0000028055;SUBREGION;Быковский район;;;;;;
0000430375;0000028055;CITY;Фролово;;;10982;;;
0000430535;0000028055;SUBREGION;Городищенский район;;;;;;
0000431410;0000028055;SUBREGION;Даниловский район;;;;;;
0000431731;0000028055;SUBREGION;Дубовский район;;;;;;
0000431872;0000431731;CITY;Дубовка;;;10954;404002;;
0000432265;0000028055;SUBREGION;Еланский район;;;;;;
0000432627;0000028055;SUBREGION;Жирновский район;;;;;;
0000432972;0000432627;CITY;Жирновск;;;10956;;;
0000433139;0000028055;SUBREGION;Иловлинский район;;;;;;
0000433714;0000028055;SUBREGION;Калачевский район;;;;;;
0000433757;0000433714;CITY;Калач-на-Дону;;;10958;;;
0000434486;0000028055;SUBREGION;Камышинский район;;;;;;
0000434562;0000434486;CITY;Петров Вал;;;10973;403840;;
0000435060;0000028055;SUBREGION;Киквидзенский район;;;;;;
0000435274;0000028055;SUBREGION;Клетский район;;;;;;
0000435666;0000028055;SUBREGION;Котельниковский район;;;;;;
0000435845;0000435666;CITY;Котельниково;;;10961;;;
0000436179;0000028055;SUBREGION;Котовский район;;;;;;
0000436180;0000436179;CITY;Котово;;;10962;;;
0000436536;0000028055;SUBREGION;Кумылженский район;;;;403400;;
0000437059;0000028055;SUBREGION;Ленинский район;;;;;;
0000437273;0000437059;CITY;Ленинск;;;10964;;;
0000437484;0000028055;SUBREGION;Михайловский район;;;;;;
0000438196;0000028055;SUBREGION;Нехаевский район;;;;403170;;
0000438533;0000028055;SUBREGION;Николаевский район;;;;;;
0000438580;0000438533;CITY;Николаевск;;;10967;;;
0000439043;0000028055;SUBREGION;Новоаннинский район;;;;;;
0000439531;0000439043;CITY;Новоаннинский;;;10968;;;
0000439634;0000028055;SUBREGION;Октябрьский район;;;;;;
0000440040;0000028055;SUBREGION;Ольховский район;;;;;;
0000440267;0000028055;SUBREGION;Палласовский район;;;;;;
0000440550;0000440267;CITY;Палласовка;;;10972;;;
0000440855;0000028055;SUBREGION;Руднянский район;;;;;;
0000441056;0000028055;SUBREGION;Светлоярский район;;;;;;
0000441486;0000028055;SUBREGION;Серафимовичский район;;;;;;
0000441487;0000441486;CITY;Серафимович;;;10977;403441;;
0000441693;0000028055;SUBREGION;Среднеахтубинский район;;;;;;
0000442052;0000441693;CITY;Краснослободск;;;34567;;;
0000442868;0000028055;SUBREGION;Старополтавский район;;;;404211;;
0000443237;0000028055;SUBREGION;Суровикинский район;;;;;;
0000443438;0000443237;CITY;Суровикино;;;10980;;;
0000443697;0000028055;SUBREGION;Урюпинский район;;;;;;
0000444309;0000028055;SUBREGION;Новониколаевский район;;;;403900;;
0000444770;0000028055;SUBREGION;Фроловский район;;;;;;
0000444849;0000028055;SUBREGION;Чернышковский район;;;;;;
0000028056;0000028053;REGION;Ростовская область;;;11029;;;
0000445112;0000028056;CITY;Ростов-на-Дону;;;39;;;
0000447903;0000028056;CITY;Волгодонск;;;11036;;;
0000448252;0000028056;CITY;Батайск;;;11033;;;
0000448699;0000028056;CITY;Гуково;;;11037;;;
0000449065;0000028056;CITY;Зверево;;;100451;;;
0000449174;0000028056;CITY;Каменск-Шахтинский;;;11043;;;
0000449592;0000028056;CITY;Донецк;;;11038;;;
0000450064;0000028056;CITY;Новочеркасск;;;238;;;
0000450563;0000028056;CITY;Новошахтинск;;;11049;;;
0000451237;0000028056;CITY;Шахты;;;11053;;;
0000452430;0000028056;CITY;Таганрог;;;971;;;
0000453118;0000028056;SUBREGION;Азовский район;;;;;;
0000454629;0000028056;CITY;Азов;;;11030;;;
0000454851;0000028056;SUBREGION;Аксайский район;;;;;;
0000455374;0000454851;CITY;Аксай;;;11031;346720;;
0000456227;0000028056;SUBREGION;Белокалитвинский район;;;;;;
0000456678;0000456227;CITY;Белая Калитва;;;11034;;;
0000457451;0000028056;SUBREGION;Багаевский район;;;;;;
0000457898;0000028056;SUBREGION;Боковский район;;;;346250;;
0000458116;0000028056;SUBREGION;Верхнедонской район;;;;;;
0000458500;0000028056;SUBREGION;Веселовский район;;;;;;
0000458774;0000028056;SUBREGION;Дубовский район;;;;;;
0000459157;0000028056;SUBREGION;Волгодонской район;;;;;;
0000459531;0000028056;SUBREGION;Егорлыкский район;;;;347660;;
0000459872;0000028056;SUBREGION;Заветинский район;;;;;;
0000460082;0000028056;SUBREGION;Зерноградский район;;;;;;
0000460331;0000460082;CITY;Зерноград;;;11040;347740;;
0000460745;0000028056;SUBREGION;Зимовниковский район;;;;;;
0000461171;0000028056;SUBREGION;Каменский район;;;;;;
0000461995;0000028056;SUBREGION;Кагальницкий район;;;;;;
0000462410;0000028056;SUBREGION;Кашарский район;;;;;;
0000462867;0000028056;SUBREGION;Красносулинский район;;;;;;
0000463433;0000462867;CITY;Красный Сулин;;;11045;;;
0000463877;0000028056;SUBREGION;Константиновский район;;;;;;
0000463878;0000463877;CITY;Константиновск;;;11046;;;
0000464358;0000028056;SUBREGION;Куйбышевский район;;;;;;
0000464579;0000028056;SUBREGION;Мартыновский район;;;;;;
0000465009;0000028056;SUBREGION;Матвеево-Курганский район;;;;;;
0000465659;0000028056;SUBREGION;Миллеровский район;;;;;;
0000465776;0000465659;CITY;Миллерово;;;11047;346130;;
0000466655;0000028056;SUBREGION;Милютинский район;;;;;;
0000467151;0000028056;SUBREGION;Морозовский район;;;;;;
0000467152;0000467151;CITY;Морозовск;;;11048;;;
0000467591;0000028056;SUBREGION;Мясниковский район;;;;;;
0000467997;0000028056;SUBREGION;Неклиновский район;;;;;;
0000469184;0000028056;SUBREGION;Обливский район;;;;;;
0000469504;0000028056;SUBREGION;Октябрьский район;;;;;;
0000470442;0000028056;SUBREGION;Орловский район;;;;;;
0000470951;0000028056;SUBREGION;Песчанокопский район;;;;;;
0000471265;0000028056;SUBREGION;Пролетарский район;;;;;;
0000471372;0000471265;CITY;Пролетарск;;;20713;;;
0000471672;0000028056;SUBREGION;Ремонтненский район;;;;;;
0000471884;0000028056;SUBREGION;Родионово-Несветайский район;;;;;;
0000472325;0000028056;SUBREGION;Сальский район;;;;;;
0000472995;0000472325;CITY;Сальск;;;11051;;;
0000473436;0000028056;SUBREGION;Семикаракорский район;;;;;;
0000473473;0000473436;CITY;Семикаракорск;;;20638;346630;;
0000473984;0000028056;SUBREGION;Советский район;;;;;;
0000474135;0000028056;SUBREGION;Тарасовский район;;;;;;
0000474609;0000028056;SUBREGION;Тацинский район;;;;;;
0000475157;0000028056;SUBREGION;Усть-Донецкий район;;;;;;
0000475672;0000028056;SUBREGION;Целинский район;;;;;;
0000476105;0000028056;SUBREGION;Чертковский район;;;;;;
0000476677;0000028056;SUBREGION;Цимлянский район;;;;;;
0000476678;0000476677;CITY;Цимлянск;;;11052;;;
0000477119;0000028056;SUBREGION;Шолоховский район;;;;;;
0000028057;0000028053;REGION;Астраханская область;;;10946;;;
0000477579;0000028057;CITY;Астрахань;;;37;;;
0000479977;0000477579;SUBREGION;Кировский район;;;;414004;;
0000480228;0000028057;CITY;Знаменск;;;10947;;;
0000480262;0000028057;SUBREGION;Ахтубинский район;;;;;;
0000480507;0000480262;CITY;Ахтубинск;;;20167;;;
0000481044;0000480262;CITY;Ахтубинск-7;;;;416507;;
0000481045;0000028057;SUBREGION;Енотаевский район;;;;;;
0000481442;0000028057;SUBREGION;Володарский район;;;;;;
0000482088;0000028057;SUBREGION;Камызякский район;;;;;;
0000482307;0000482088;CITY;Камызяк;;;20168;;;
