ID;FullName;CityName;OblName;Center;NalSumLimit;EngName
1639;Ольгинка, Краснодарский край;Ольгинка;Краснодарский край;;0.00;
1613;Отрадная, Краснодарский край;Отрадная;Краснодарский край;;no limit;
1614;Павловская, Краснодарский край;Павловская;Краснодарский край;;0.00;
2653;Пашковский, Краснодарский край;Пашковский;Краснодарский край;;no limit;
14417;Песчаный, Краснодарский край;Песчаный;Краснодарский край;;no limit;
14689;Петровская, Краснодарский край;Петровская;Краснодарский край;;0.00;
14699;Платнировская станица , Краснодарский край;Платнировская станица ;Краснодарский край;;0.00;
1615;Полтавская, Краснодарский край;Полтавская;Краснодарский край;;0.00;
14907;пос Коса Чушка, Краснодарский край;пос Коса Чушка;Краснодарский край;;0.00;
15323;пос. Агроном, Краснодарский край;пос. Агроном;Краснодарский край;;no limit;
14906;пос. Ильич, Краснодарский край;пос. Ильич;Краснодарский край;;0.00;
14908;Приморский, Приморско-Ахтарский район, Краснодарск;Приморский, Приморско-Ахтарский район;Краснодарский край;;0.00;
1063;Приморско-Ахтарск, Краснодарский край;Приморско-Ахтарск;Краснодарский край;;0.00;
13999;Пролетарский, Кавказский р-н, Краснодарский край;Пролетарский, Кавказский р-н;Краснодарский край;;0.00;
14416;Просторный, Краснодарский край;Просторный;Краснодарский край;;no limit;
2654;Прочноокопская, Краснодарский край;Прочноокопская;Краснодарский край;;no limit;
1616;Псебай, Краснодарский край;Псебай;Краснодарский край;;0.00;
14412;Пятихатки, Краснодарский край;Пятихатки;Краснодарский край;;no limit;
2055;Раевская, Краснодарский край;Раевская;Краснодарский край;;no limit;
13114;Рассвет, Ейский р-н, Краснодарский край;Рассвет, Ейский р-н;Краснодарский край;;0.00;
14404;Светлый, Краснодарский край;Светлый;Краснодарский край;;no limit;
1618;Северская, Краснодарский край;Северская;Краснодарский край;;0.00;
14406;Семигорский, Краснодарский край;Семигорский;Краснодарский край;;no limit;
1740;Сенной, Краснодарский край;Сенной;Краснодарский край;;0.00;
1064;Славянск-на-Кубани, Краснодарский край;Славянск-на-Кубани;Краснодарский край;;0.00;
13335;Советквадже, Краснодарский край;Советквадже;Краснодарский край;;no limit;
13340;Солоники, Краснодарский край;Солоники;Краснодарский край;;no limit;
437;Сочи;Сочи;Краснодарский край;;no limit;Sochi
15324;станица Бакинская, Краснодарский край;станица Бакинская;Краснодарский край;;no limit;
14323;Станица Новомышастовская, Краснодарский край;Станица Новомышастовская;Краснодарский край;;0.00;
15226;Старовеличковская станица, Калининский район, Крас;Старовеличковская станица, Калининский район;Краснодарский край;;0.00;
1621;Стародеревянковская, Краснодарский край;Стародеревянковская;Краснодарский край;;0.00;
14797;Старокорсунская станица, Краснодарский край;Старокорсунская станица;Краснодарский край;;0.00;
1619;Староминская, Краснодарский край;Староминская;Краснодарский край;;0.00;
1620;Старомышастовская, Краснодарский край;Старомышастовская;Краснодарский край;;0.00;
2655;Старотитаровская, Краснодарский край;Старотитаровская;Краснодарский край;;0.00;
1622;Старощербиновская, Краснодарский край;Старощербиновская;Краснодарский край;;0.00;
14409;Супсех, Краснодарский край;Супсех;Краснодарский край;;no limit;
2656;Тамань, Краснодарский край;Тамань;Краснодарский край;;0.00;
14408;Тарусин, Краснодарский край;Тарусин;Краснодарский край;;no limit;
1623;Тбилисская, Краснодарский край;Тбилисская;Краснодарский край;;no limit;
1065;Темрюк, Краснодарский край;Темрюк;Краснодарский край;;0.00;
1058;Тимашевск, Краснодарский край;Тимашевск;Краснодарский край;;0.00;
203;Тихорецк, Краснодарский край;Тихорецк;Краснодарский край;;0.00;
34;Туапсе, Краснодарский край;Туапсе;Краснодарский край;;0.00;Tuapse
2657;Тюменский, Краснодарский край;Тюменский;Краснодарский край;;0.00;
14405;Убых, Краснодарский край;Убых;Краснодарский край;;no limit;
14407;Усатова Балка, Краснодарский край;Усатова Балка;Краснодарский край;;no limit;
1625;Успенское, Краснодарский край;Успенское;Краснодарский край;;no limit;
1251;Усть-Лабинск, Краснодарский край;Усть-Лабинск;Краснодарский край;;0.00;
14399;Федотовка, Краснодарский край;Федотовка;Краснодарский край;;no limit;
1626;Хадыженск, Краснодарский край;Хадыженск;Краснодарский край;;0.00;
14788;Холмская станица, Краснодарский край;Холмская станица;Краснодарский край;;0.00;
13343;Хоста, Краснодарский край;Хоста;Краснодарский край;;no limit;
15322;Хутор Копанской, Краснодарский край;Хутор Копанской;Краснодарский край;;no limit;
14793;Хутор Октябрьский, Краснодарский край;Хутор Октябрьский;Краснодарский край;;0.00;
13489;Цемдолина, Краснодарский край;Цемдолина;Краснодарский край;;no limit;
14414;Цибанобалка, Краснодарский край;Цибанобалка;Краснодарский край;;no limit;
14335;Челбасская станица, Краснодарский край;Челбасская станица;Краснодарский край;;0.00;
14411;Чембурка, Краснодарский край;Чембурка;Краснодарский край;;no limit;
13338;Чемитоквадже, Краснодарский край;Чемитоквадже;Краснодарский край;;no limit;
2359;Черноморский, Северский р-он, Краснодарский край;Черноморский, Северский р-он;Краснодарский край;;0.00;
14400;Широкая Балка, Краснодарский край;Широкая Балка;Краснодарский край;;no limit;
13342;Эсто- Садок, Краснодарский край;Эсто- Садок;Краснодарский край;;no limit;
14401;Южная Озереевка, Краснодарский край;Южная Озереевка;Краснодарский край;;no limit;
13339;Якорная щель, Краснодарский край;Якорная щель;Краснодарский край;;no limit;
1654;Абан, Красноярский край;Абан;Красноярский край;;0.00;
843;Агинское, Красноярский край;Агинское;Красноярский край;;0.00;
1120;Алыкель, Красноярский край;Алыкель;Красноярский край;;0.00;
14269;Атаманово, Сухобузимский р-н, Красноярский край;Атаманово, Сухобузимский р-н;Красноярский край;;0.00;
1259;Ачинск;Ачинск;Красноярский край;;no limit;Achinsk
14830;Ачинск, Промзона НПЗ, Большеулуйский р-он, Красноя;Ачинск, Промзона НПЗ, Большеулуйский р-он;Красноярский край;;no limit;
101;Байкит, Красноярский край;Байкит;Красноярский край;;0.00;
849;Балахта, Красноярский край;Балахта;Красноярский край;;0.00;
14798;Белый Яр, Ачинский р-он, Красноярский край;Белый Яр, Ачинский р-он;Красноярский край;;no limit;
869;Березовка, Красноярский край;Березовка;Красноярский край;;0.00;
856;Боготол, Красноярский край;Боготол;Красноярский край;;no limit;
860;Богучаны, Красноярский край;Богучаны;Красноярский край;;0.00;
14270;Большая Ирба, Курагинский р-н, Красноярский край;Большая Ирба, Курагинский р-н;Красноярский край;;0.00;
834;Большая Мурта, Красноярский край;Большая Мурта;Красноярский край;;0.00;
858;Большой Улуй, Красноярский край;Большой Улуй;Красноярский край;;no limit;
864;Бородино, Красноярский край;Бородино;Красноярский край;;0.00;
1151;Ванавара, Красноярский край;Ванавара;Красноярский край;;0.00;
1152;Дзержинское, Красноярский край;Дзержинское;Красноярский край;;0.00;
845;Дивногорск, Красноярский край;Дивногорск;Красноярский край;;0.00;
1260;Диксон, Красноярский край;Диксон;Красноярский край;;0.00;
14567;Дубинино, Красноярский край;Дубинино;Красноярский край;;0.00;
828;Дудинка, Красноярский край;Дудинка;Красноярский край;;0.00;
837;Емельяново, Красноярский край;Емельяново;Красноярский край;;0.00;
831;Енисейск, Красноярский край;Енисейск;Красноярский край;;0.00;
842;Ермаковское, Красноярский край;Ермаковское;Красноярский край;;0.00;
2344;Железногорск, Красноярский край;Железногорск;Красноярский край;;0.00;
862;Заозерный, Красноярский край;Заозерный;Красноярский край;;0.00;
865;Зеленогорск, Красноярский край;Зеленогорск;Красноярский край;;0.00;
2391;Игарка, Красноярский край;Игарка;Красноярский край;;0.00;
839;Идринское, Красноярский край;Идринское;Красноярский край;;0.00;
867;Иланский, Красноярский край;Иланский;Красноярский край;;0.00;
868;Ирбейское, Красноярский край;Ирбейское;Красноярский край;;0.00;
14271;Казанцево, Шушенский р-н, Красноярский край;Казанцево, Шушенский р-н;Красноярский край;;no limit;
832;Казачинское, Красноярский край;Казачинское;Красноярский край;;0.00;
1020;Кайеркан, Красноярский край;Кайеркан;Красноярский край;;0.00;
859;Канск, Красноярский край;Канск;Красноярский край;;0.00;
841;Каратузское, Красноярский край;Каратузское;Красноярский край;;0.00;
1655;Кедровый, Красноярский край;Кедровый;Красноярский край;;0.00;
844;Кодинск, Красноярский край;Кодинск;Красноярский край;;0.00;
853;Козулька, Красноярский край;Козулька;Красноярский край;;no limit;
408;Краснокаменск, Красноярский край;Краснокаменск;Красноярский край;;0.00;
838;Краснотуранск, Красноярский край;Краснотуранск;Красноярский край;;no limit;
278;Красноярск;Красноярск;Красноярский край;*;no limit;Krasnoyarsk
840;Курагино, Красноярский край;Курагино;Красноярский край;;0.00;
846;Лесосибирск, Красноярский край;Лесосибирск;Красноярский край;;0.00;
2658;Манский, Красноярский край;Манский;Красноярский край;;0.00;
836;Минусинск, Красноярский край;Минусинск;Красноярский край;;no limit;
1154;Мотыгино, Красноярский край;Мотыгино;Красноярский край;;0.00;
854;Назарово, Красноярский край;Назарово;Красноярский край;;no limit;
866;Нижний Ингаш, Красноярский край;Нижний Ингаш;Красноярский край;;0.00;
2050;Нижняя Пойма, Красноярский край;Нижняя Пойма;Красноярский край;;0.00;
851;Новобирилюссы, Красноярский край;Новобирилюссы;Красноярский край;;0.00;
848;Новоселово, Красноярский край;Новоселово;Красноярский край;;0.00;
14799;Новочернореченск, Красноярский край;Новочернореченск;Красноярский край;;no limit;
279;Норильск;Норильск;Красноярский край;;no limit;Norilsk
14429;Оганер, Красноярский край;Оганер;Красноярский край;;0.00;
1155;Партизанское, Красноярский край;Партизанское;Красноярский край;;0.00;
14267;Переясловка, Рыбинский р-н, Красноярский край;Переясловка, Рыбинский р-н;Красноярский край;;0.00;
833;Пировское, Красноярский край;Пировское;Красноярский край;;0.00;
13381;Пролетарский, Красноярский край;Пролетарский;Красноярский край;;0.00;
14268;Рыбное, Рыбинский р-н, Красноярский край;Рыбное, Рыбинский р-н;Красноярский край;;0.00;
1156;Северо-Енисейский, Красноярский край;Северо-Енисейский;Красноярский край;;0.00;
2659;Солонцы, Красноярский край;Солонцы;Красноярский край;;0.00;
835;Сосновоборск, Красноярский край;Сосновоборск;Красноярский край;;0.00;
1157;Сухобузимское, Красноярский край;Сухобузимское;Красноярский край;;0.00;
26;Талнах, Красноярский край;Талнах;Красноярский край;;0.00;
14800;Тарутино, Красноярский край;Тарутино;Красноярский край;;no limit;
861;Тасеево, Красноярский край;Тасеево;Красноярский край;;0.00;
829;Тура, Красноярский край;Тура;Красноярский край;;0.00;
2392;Туруханск, Красноярский край;Туруханск;Красноярский край;;0.00;
2370;Тюхтет, Красноярский край;Тюхтет;Красноярский край;;0.00;
855;Ужур, Красноярский край;Ужур;Красноярский край;;0.00;
847;Уяр, Красноярский край;Уяр;Красноярский край;;0.00;
1656;Филимоново, Красноярский край;Филимоново;Красноярский край;;0.00;
2393;Хатанга, Красноярский край;Хатанга;Красноярский край;;0.00;
850;Шалинское, Красноярский край;Шалинское;Красноярский край;;0.00;
852;Шарыпово, Красноярский край;Шарыпово;Красноярский край;;0.00;
1258;Шушенское, Красноярский край;Шушенское;Красноярский край;;no limit;
2663;Альменево, Курганская обл.;Альменево;Курганская обл.;;0.00;
13098;Белый яр, Курганская обл.;Белый яр;Курганская обл.;;0.00;
2661;Глядянское, Курганская обл.;Глядянское;Курганская обл.;;0.00;
2664;Далматово, Курганская обл.;Далматово;Курганская обл.;;0.00;
2665;Звериноголовское, Курганская обл.;Звериноголовское;Курганская обл.;;0.00;
14615;Каргаполье, Курганская обл.;Каргаполье;Курганская обл.;;0.00;
2660;Катайск, Курганская обл.;Катайск;Курганская обл.;;0.00;
14614;Кетово, Курганская обл.;Кетово;Курганская обл.;;0.00;
93;Курган;Курган;Курганская обл.;*;no limit;Kurgan
14611;Куртамыш , Курганская обл.;Куртамыш ;Курганская обл.;;0.00;
14612;Макушино, Курганская обл.;Макушино;Курганская обл.;;0.00;
14617;Мишкино, Курганская обл.;Мишкино;Курганская обл.;;0.00;
694;Петухово, Курганская обл.;Петухово;Курганская обл.;;0.00;
15559;Садовод, Макушинский р-н, Курганская обл.;Садовод, Макушинский р-н;Курганская обл.;;0.00;
15192;Уксянское, Курганская обл.;Уксянское;Курганская обл.;;0.00;
695;Шадринск, Курганская обл.;Шадринск;Курганская обл.;;0.00;Shadrinsk
2662;Шумиха, Курганская обл.;Шумиха;Курганская обл.;;0.00;
14613;Щучье, Курганская обл.;Щучье;Курганская обл.;;0.00;
13002;Юргамыш, Курганская обл.;Юргамыш;Курганская обл.;;0.00;
1757;Ворошнево, Курская обл.;Ворошнево;Курская обл.;;no limit;
13650;Глушково, Курская обл.;Глушково;Курская обл.;;no limit;
14603;Горшечное, Курская обл.;Горшечное;Курская обл.;;0.00;
13651;Гуторово 1-е п., Курская обл.;Гуторово 1-е п.;Курская обл.;;no limit;
14605;Дмитриев, Курская обл.;Дмитриев;Курская обл.;;0.00;
870;Железногорск, Курская обл.;Железногорск;Курская обл.;;no limit;
13658;Заповедный п., Курская обл.;Заповедный п.;Курская обл.;;no limit;
2667;Золотухино, Курская обл.;Золотухино;Курская обл.;;0.00;
13665;Искра п., Курская обл.;Искра п.;Курская обл.;;no limit;
13652;Камыши п., Курская обл.;Камыши п.;Курская обл.;;no limit;
13659;Касиновский п., Курская обл.;Касиновский п.;Курская обл.;;no limit;
13666;Клюквинский п., Курская обл.;Клюквинский п.;Курская обл.;;no limit;
14604;Коренево, Курская обл.;Коренево;Курская обл.;;0.00;
2671;Коренево пос., Курская обл.;Коренево пос.;Курская обл.;;no limit;
699;Курск;Курск;Курская обл.;*;no limit;Kursk
335;Курчатов, Курская обл.;Курчатов;Курская обл.;;no limit;
14601;Кшенский, Курская обл.;Кшенский;Курская обл.;;0.00;
13653;Лазурный п., Курская обл.;Лазурный п.;Курская обл.;;no limit;
13660;Липовец п., Курская обл.;Липовец п.;Курская обл.;;no limit;
13667;Лукино п., Курская обл.;Лукино п.;Курская обл.;;no limit;
2672;Льгов, Курская обл.;Льгов;Курская обл.;;0.00;
13654;Малиновый п., Курская обл.;Малиновый п.;Курская обл.;;no limit;
13661;Маршала Жукова п., Курская обл.;Маршала Жукова п.;Курская обл.;;no limit;
2668;Медвенка, Курская обл.;Медвенка;Курская обл.;;0.00;
13668;Новопоселеновский п., Курская обл.;Новопоселеновский п.;Курская обл.;;no limit;
13655;Новоселовский п., Курская обл.;Новоселовский п.;Курская обл.;;no limit;
2673;Обоянь, Курская обл.;Обоянь;Курская обл.;;0.00;
13662;Петренка п., Курская обл.;Петренка п.;Курская обл.;;no limit;
13669;Петрин п., Курская обл.;Петрин п.;Курская обл.;;no limit;
13656;Подлесный п., Курская обл.;Подлесный п.;Курская обл.;;no limit;
14602;Пристень, Курская обл.;Пристень;Курская обл.;;0.00;
2669;Прямицыно, Курская обл.;Прямицыно;Курская обл.;;0.00;
2674;Рыльск, Курская обл.;Рыльск;Курская обл.;;no limit;
13663;Рышково п., Курская обл.;Рышково п.;Курская обл.;;no limit;
13670;Сахаровка п., Курская обл.;Сахаровка п.;Курская обл.;;no limit;
13657;Степной п., Курская обл.;Степной п.;Курская обл.;;no limit;
330;Суджа, Курская обл.;Суджа;Курская обл.;;no limit;
2670;Фатеж, Курская обл.;Фатеж;Курская обл.;;0.00;
13664;Черемушки п., Курская обл.;Черемушки п.;Курская обл.;;no limit;
2675;Щигры, Курская обл.;Щигры;Курская обл.;;0.00;
13671;Юбилейный п., Курская обл.;Юбилейный п.;Курская обл.;;no limit;
14765;Александровка д., Гатчинский р-он, Ленинградская о;Александровка д., Гатчинский р-он;Ленинградская обл.;;no limit;
2676;Аннино, Ломоносовский р-н, Ленинградская обл.;Аннино, Ломоносовский р-н;Ленинградская обл.;;no limit;
14725;Аро, Всеволожский р-он, Ленинградская обл.;Аро, Всеволожский р-он;Ленинградская обл.;;no limit;
977;Бокситогорск, Ленинградская обл.;Бокситогорск;Ленинградская обл.;;0.00;
14766;Большая Ивановка д., Гатчинский р-он, Ленинградска;Большая Ивановка д., Гатчинский р-он;Ленинградская обл.;;no limit;
2677;Большая Ижора, Ломоносовский р-н, Ленинградская об;Большая Ижора, Ломоносовский р-н;Ленинградская обл.;;0.00;
14778;Большие Борницы, Гатчинский р-он, Ленинградская об;Большие Борницы, Гатчинский р-он;Ленинградская обл.;;no limit;
14755;Большие Колпаны , Гатчинский р-он, Ленинградская о;Большие Колпаны , Гатчинский р-он;Ленинградская обл.;;no limit;
14767;Большие Тайцы д., Гатчинский р-он, Ленинградская о;Большие Тайцы д., Гатчинский р-он;Ленинградская обл.;;no limit;
14759;Большое Верево д., Гатчинский р-он, Ленинградская ;Большое Верево д., Гатчинский р-он;Ленинградская обл.;;no limit;
14824;Брусничное, Выборг, Ленинградская обл.;Брусничное, Выборг;Ленинградская обл.;;0.00;
1291;Бугры, Всеволожский р-н, Ленинградская обл.;Бугры, Всеволожский р-н;Ленинградская обл.;;no limit;
14760;Вайя д., Гатчинский р-он, Ленинградская обл.;Вайя д., Гатчинский р-он;Ленинградская обл.;;no limit;
14761;Вайялово д., Гатчинский р-он, Ленинградская обл.;Вайялово д., Гатчинский р-он;Ленинградская обл.;;no limit;
2678;Васкелово, Всеволожский р-н, Ленинградская обл.;Васкелово, Всеволожский р-н;Ленинградская обл.;;0.00;
14762;Верево п. ст., Гатчинский р-он, Ленинградская обл.;Верево п. ст., Гатчинский р-он;Ленинградская обл.;;no limit;
14815;Верхне-Черкасово, Выборгский р-н, Ленинградская об;Верхне-Черкасово, Выборгский р-н;Ленинградская обл.;;0.00;
2679;Виллози, Ломоносовский р-н, Ленинградская обл.;Виллози, Ломоносовский р-н;Ленинградская обл.;;no limit;
15364;Возрождение, Выборгский р-н, Ленинградская обл.;Возрождение, Выборгский р-н;Ленинградская обл.;;0.00;
2680;Войсковицы, Гатчинский р-н, Ленинградская обл.;Войсковицы, Гатчинский р-н;Ленинградская обл.;;0.00;
2681;Волосово, Ленинградская обл.;Волосово;Ленинградская обл.;;0.00;
974;Волхов, Ленинградская обл.;Волхов;Ленинградская обл.;;0.00;
980;Всеволожск, Ленинградская обл.;Всеволожск;Ленинградская обл.;;no limit;
971;Выборг, Ленинградская обл.;Выборг;Ленинградская обл.;;0.00;
14817;Выборгский пос, Выборгский р-н, Ленинградская обл.;Выборгский пос, Выборгский р-н;Ленинградская обл.;;0.00;
14781;Выра, Гатчинский р-он, Ленинградская обл.;Выра, Гатчинский р-он;Ленинградская обл.;;no limit;
14785;Вырица, Гатчинский р-он, Ленинградская обл.;Вырица, Гатчинский р-он;Ленинградская обл.;;no limit;
2682;Высоцк, Выборгский р-н, Ленинградская обл.;Высоцк, Выборгский р-н;Ленинградская обл.;;0.00;
14821;Гаврилово, Выборгский р-н, Ленинградская обл.;Гаврилово, Выборгский р-н;Ленинградская обл.;;0.00;
981;Гатчина;Гатчина;Ленинградская обл.;;no limit;Gatchina
14828;Гвардейский, Выборгский район, Ленинградская обл.;Гвардейский, Выборгский район;Ленинградская обл.;;0.00;
14822;Глебычево, Выборгский р-н, Ленинградская обл.;Глебычево, Выборгский р-н;Ленинградская обл.;;0.00;
14739;Глинка, Тосненский р-он, Ленинградская обл.;Глинка, Тосненский р-он;Ленинградская обл.;;no limit;
15363;Гончарово, Выборгский р-н, Ленинградская обл.;Гончарово, Выборгский р-н;Ленинградская обл.;;0.00;
14836;Гора-Валдай, Ломоносовский р-н, Ленинградская обл.;Гора-Валдай, Ломоносовский р-н;Ленинградская обл.;;0.00;
2683;Горбунки, Ломоносовский р-н, Ленинградская обл.;Горбунки, Ломоносовский р-н;Ленинградская обл.;;no limit;
14841;Гостилицы, Ломоносовский р-н, Ленинградская обл.;Гостилицы, Ломоносовский р-н;Ленинградская обл.;;0.00;
14782;Грязно, Гатчинский р-он, Ленинградская обл.;Грязно, Гатчинский р-он;Ленинградская обл.;;no limit;
2684;Гурлево, Кингисеппский р-н, Ленинградская обл.;Гурлево, Кингисеппский р-н;Ленинградская обл.;;0.00;
14763;Дони, Гатчинский р-он, Ленинградская обл.;Дони, Гатчинский р-он;Ленинградская обл.;;no limit;
13421;Дубровка, Всеволожский р-он, Ленинградская обл.;Дубровка, Всеволожский р-он;Ленинградская обл.;;no limit;
14777;Елизаветино, Гатчинский р-он, Ленинградская обл.;Елизаветино, Гатчинский р-он;Ленинградская обл.;;no limit;
14825;Житково, Выборгский р-н, Ленинградская обл.;Житково, Выборгский р-н;Ленинградская обл.;;0.00;
14764;Зайцево д., Гатчинский р-он, Ленинградская обл.;Зайцево д., Гатчинский р-он;Ленинградская обл.;;no limit;
2686;Ивангород, Кингисеппский р-н, Ленинградская обл.;Ивангород, Кингисеппский р-н;Ленинградская обл.;;no limit;
14731;Изумрудный Город, Всеволожский р-он, Ленинградская;Изумрудный Город, Всеволожский р-он;Ленинградская обл.;;no limit;
14674;им. Морозова, Кировский р-н, Ленинградская обл.;им. Морозова, Кировский р-н;Ленинградская обл.;;0.00;
1585;им.Свердлова, Всеволожский р-н, Ленинградская обл.;им.Свердлова, Всеволожский р-н;Ленинградская обл.;;no limit;
1311;Иссад, Волховский р-н, Ленинградская обл.;Иссад, Волховский р-н;Ленинградская обл.;;0.00;
14823;Калинина им пос., Выборг, Ленинградская обл.;Калинина им пос., Выборг;Ленинградская обл.;;0.00;
14719;Кальтино, Всеволожский р-он, Ленинградская обл.;Кальтино, Всеволожский р-он;Ленинградская обл.;;no limit;
2687;Каменка, Выборгский р-он, Ленинградская обл.;Каменка, Выборгский р-он;Ленинградская обл.;;0.00;
2688;Каменногорск, Выборгский р-н, Ленинградская обл.;Каменногорск, Выборгский р-н;Ленинградская обл.;;0.00;
15613;Карасевка, Приморск, Выборгский р-н, Ленинградская;Карасевка, Приморск, Выборгский р-н;Ленинградская обл.;;0.00;
138;Кингисепп, Ленинградская обл.;Кингисепп;Ленинградская обл.;;no limit;
15466;Кипень, Ломоносовский р-н, Ленинградская обл.;Кипень, Ломоносовский р-н;Ленинградская обл.;;0.00;
2689;Кирилловское, Выборгский р-н, Ленинградская обл.;Кирилловское, Выборгский р-н;Ленинградская обл.;;0.00;
970;Кириши, Ленинградская обл.;Кириши;Ленинградская обл.;;0.00;
14819;Кирова им пос., Выборг, Ленинградская обл.;Кирова им пос., Выборг;Ленинградская обл.;;0.00;
973;Кировск, Ленинградская обл.;Кировск;Ленинградская обл.;;0.00;
14820;Кировские дачи, Выборгский р-н, Ленинградская обл.;Кировские дачи, Выборгский р-н;Ленинградская обл.;;0.00;
14769;Кобралово, Гатчинский р-он,, Ленинградская обл.;Кобралово, Гатчинский р-он,;Ленинградская обл.;;no limit;
14784;Кобринское, Гатчинский р-он, Ленинградская обл.;Кобринское, Гатчинский р-он;Ленинградская обл.;;no limit;
13405;Ковалево, Всеволожский р-он, Ленинградская обл.;Ковалево, Всеволожский р-он;Ленинградская обл.;;no limit;
14839;Коваши, Ломоносовский р-н, Ленинградская обл.;Коваши, Ломоносовский р-н;Ленинградская обл.;;0.00;
14723;Колбино, Всеволожский р-он, Ленинградская обл.;Колбино, Всеволожский р-он;Ленинградская обл.;;no limit;
14724;Колтуши, Всеволожский р-он, Ленинградская обл.;Колтуши, Всеволожский р-он;Ленинградская обл.;;no limit;
2690;Коммунар, Гатчинский р-н, Ленинградская обл.;Коммунар, Гатчинский р-н;Ленинградская обл.;;0.00;
2691;Копорье, Ломоносовский р-н, Ленинградская обл.;Копорье, Ломоносовский р-н;Ленинградская обл.;;no limit;
14840;Котлы, Кингисеппский р-н, Ленинградская обл.;Котлы, Кингисеппский р-н;Ленинградская обл.;;no limit;
14721;Красная Горка, Всеволожский р-он, Ленинградская об;Красная Горка, Всеволожский р-он;Ленинградская обл.;;no limit;
14736;Красная Заря, Всеволожский р-он, Ленинградская обл;Красная Заря, Всеволожский р-он;Ленинградская обл.;;no limit;
497;Красный Бор, Тосненский р-он, Ленинградская обл.;Красный Бор, Тосненский р-он;Ленинградская обл.;;0.00;
2692;Кузьмолово, Всеволожский р-н, Ленинградская обл.;Кузьмолово, Всеволожский р-н;Ленинградская обл.;;no limit;
14720;Куйворы, Всеволожский р-он, Ленинградская обл.;Куйворы, Всеволожский р-он;Ленинградская обл.;;no limit;
2693;Лаголово, Всеволожский р-н, Ленинградская обл.;Лаголово, Всеволожский р-н;Ленинградская обл.;;no limit;
14835;Лебяжье, Ломоносовский р-н, Ленинградская обл.;Лебяжье, Ломоносовский р-н;Ленинградская обл.;;0.00;
14738;Ленсоветовский, Пушкинский р-он, Ленинградская обл;Ленсоветовский, Пушкинский р-он;Ленинградская обл.;;no limit;
14791;Лесогорский, Выборгский р-н, Ленинградская обл.;Лесогорский, Выборгский р-н;Ленинградская обл.;;0.00;
975;Лодейное Поле, Ленинградская обл.;Лодейное Поле;Ленинградская обл.;;0.00;
14842;Лопухинка, Ломоносовский р-н, Ленинградская обл.;Лопухинка, Ломоносовский р-н;Ленинградская обл.;;0.00;
81;Луга, Ленинградская обл.;Луга;Ленинградская обл.;;0.00;Luga
2695;Любань, Тосненский р-н, Ленинградская обл.;Любань, Тосненский р-н;Ленинградская обл.;;0.00;Lyuban
13106;Лялицы, Кингисеппский р-он, Ленинградская обл.;Лялицы, Кингисеппский р-он;Ленинградская обл.;;0.00;
2696;Малая Ижора, Ломоносовский р-н, Ленинградская обл.;Малая Ижора, Ломоносовский р-н;Ленинградская обл.;;0.00;
2697;Малое Верево, Гатчинский р-н, Ленинградская обл.;Малое Верево, Гатчинский р-н;Ленинградская обл.;;0.00;
2698;Малые Колпаны, Гатчинский р-н, Ленинградская обл.;Малые Колпаны, Гатчинский р-н;Ленинградская обл.;;0.00;
1286;Мга, Кировский р-н, Ленинградская обл.;Мга, Кировский р-н;Ленинградская обл.;;0.00;
14894;Молодежное, Выборгский р-н, Ленинградская обл.;Молодежное, Выборгский р-н;Ленинградская обл.;;0.00;
1214;Мурино, Всеволожский р-н, Ленинградская обл.;Мурино, Всеволожский р-н;Ленинградская обл.;;no limit;
14771;Мыза-Ивановка, Гатчинский р-он, Ленинградская обл.;Мыза-Ивановка, Гатчинский р-он;Ленинградская обл.;;no limit;
14730;Мяглово, Всеволожский р-он, Ленинградская обл.;Мяглово, Всеволожский р-он;Ленинградская обл.;;no limit;
14787;Никольское, Гатчинский р-он, Ленинградская обл.;Никольское, Гатчинский р-он;Ленинградская обл.;;no limit;
2699;Никольское, Тосненский р-он, Ленинградская обл.;Никольское, Тосненский р-он;Ленинградская обл.;;0.00;
2700;Новая Ладога, Волховский р-н, Ленинградская обл.;Новая Ладога, Волховский р-н;Ленинградская обл.;;0.00;
14732;Новая Пустошь, Всеволожский р-он, Ленинградская об;Новая Пустошь, Всеволожский р-он;Ленинградская обл.;;no limit;
1290;Новое Девяткино, Всеволожский р-н, Ленинградская о;Новое Девяткино, Всеволожский р-н;Ленинградская обл.;;no limit;
13058;Новосаратовка, Всеволожский р-н, Ленинградская обл;Новосаратовка, Всеволожский р-н;Ленинградская обл.;;no limit;
2701;Новоселье, Ломоносовский р-он, Ленинградская обл.;Новоселье, Ломоносовский р-он;Ленинградская обл.;;no limit;
15599;Новосергиевка, Всеволожский р-н, Ленинградская обл;Новосергиевка, Всеволожский р-н;Ленинградская обл.;;0.00;
2702;Новый Свет, Гатчинский р-н, Ленинградская обл.;Новый Свет, Гатчинский р-н;Ленинградская обл.;;0.00;
14772;Новый Учхоз, Гатчинский р-он, Ленинградская обл.;Новый Учхоз, Гатчинский р-он;Ленинградская обл.;;no limit;
2703;Ополье, Кингисеппский р-н, Ленинградская обл.;Ополье, Кингисеппский р-н;Ленинградская обл.;;no limit;
2704;Оредеж Лужский р-он, Ленинградская обл.;Оредеж Лужский р-он;Ленинградская обл.;;0.00;
14722;Орово, Всеволожский р-он, Ленинградская обл.;Орово, Всеволожский р-он;Ленинградская обл.;;no limit;
